KEY,en,notes,sp,fr,de,it,pt-br,zh
KEYWORD_TEMPITEM_DESC,Is lost at the end of the battle.,,Se pierde al final del combate.,Disparaît à la fin du combat.,Verschwindet am Ende des Kampfes.,Viene perso alla fine della battaglia.,É perdido no final da batalha.,在战斗结束时丢失。
KEYWORD_TEMPRANGE_NAME,Range Up (Temporary),,Alcance aumentado (temporal),Portée (+) (temporaire),Reichweite hoch (Vorübergehend),Raggio d'Azione + (Temporaneo),Alcance Aumentado (Temporário),射程提升 (临时)
KEYWORD_TEMPRANGE_DESC,Range increased by {stacks} until the end of the turn.,,El alcance aumenta en {stacks} hasta el final del turno.,Portée +{stacks} jusqu'à la fin du tour.,Reichweite ist bis zum Ende des Zuges um {stacks} erhöht.,Il raggio d'azione aumenta di {stacks} fino alla fine del turno.,O alcance é aumentado em {stacks} até o final do turno.,射程增加 {stacks}，直到回合结束。
KEYWORD_TEMPRANGE_DESC_STACKLESS,Increases the range of your basic attack and projectile abilities until the end of the turn.,,Aumenta el alcance del ataque básico y las habilidades con proyectiles hasta el final del turno.,Augmente la portée de votre attaque de base et de vos capacités à projectiles jusqu'à la fin du tour.,Erhöht die Reichweite deines Grundangriffs und deiner Geschossfähigkeiten bis zum Ende des Zuges.,Aumenta il raggio d'azione del tuo attacco base e delle abilità con i proiettili fino alla fine del turno.,Aumenta o alcance do seu ataque básico e de habilidades de projéteis até o final do turno.,"增加你的基础攻击和投射物技能的射程，
直到回合结束。"
KEYWORD_REDUCEMANACOST_NAME,Insight,,Perspicacia,Réflexion,Erkenntnis,Intuizione,Discernimento,洞察
KEYWORD_REDUCEMANACOST_DESC,Spells cost {stacks} less mana to cast.,,Los hechizos cuestan {stacks} menos de maná.,Les sorts coûtent -{stacks} mana.,Zauber kosten {stacks}&nbsp;Mana weniger.,Lanciare gli incantesimi costa {stacks} mana in meno.,Encantamentos custam {stacks} a menos de mana para serem lançados.,"施放法术消耗的法力值减少 {stacks} 点。
"
KEYWORD_REDUCEMANACOST_DESC_STACKLESS,Spells cost less mana to cast.,,Los hechizos cuestan menos maná.,Les sorts coûtent moins de mana.,Zauber kosten weniger.,Lanciare gli incantesimi costa mana in meno.,Encantamentos custam menos mana para serem lançados.,施放法术消耗的法力值减少。
KEYWORD_INSIGHT_NAME,Insight,,Perspicacia,Réflexion,Erkenntnis,Intuizione,Discernimento,洞察
KEYWORD_INSIGHT_DESC,"Spells cost {stacks} less mana to cast, excluding Brainstorm.",,"Los hechizos cuestan {stacks} menos de maná, salvo Lluvia de ideas.","Les sorts coûtent -{stacks} mana, Introspection mis à part.","Zauber kosten {stacks}&nbsp;Mana weniger, ausgenommen von Geistesblitz.",Lanciare gli incantesimi (escluso Tempesta Cerebrale) costa {stacks} mana in meno.,"Encantamentos custam {stacks} a menos de mana para serem lançados, com exceção de Troca de Ideias.","施放法术消耗的法力值减少 {stacks} 点，
头脑风暴除外。"
KEYWORD_INSIGHT_DESC_STACKLESS,"Spells cost less mana to cast, excluding Brainstorm. (cannot reduce cost to 0).",,"Los hechizos cuestan menos maná, salvo Lluvia de ideas (el coste no puede reducirse a 0).","Les sorts coûtent moins de mana, Introspection mis à part. (Ne peuvent pas être gratuits.)","Zauber kosten weniger, ausgenommen von Geistesblitz. (Kosten können nicht auf 0 reduziert werden).",Lanciare gli incantesimi (escluso Tempesta Cerebrale) costa {stacks} mana in meno (non si può ridurre il costo a 0).,"Encantamentos custam menos mana para serem lançados, com exceção de Troca de Ideias (impossível reduzir o custo para 0).","施放法术消耗的法力值减少，
头脑风暴除外（消耗无法降至 0）。
"
KEYWORD_REFLECT_NAME,Reflect,,Devolución,Renvoi,Reflektieren,Riflessione,Reflexão,反射
KEYWORD_REFLECT_DESC,Reflects the next {stacks} projectiles you are hit with back at the attacker.,,Devuelve hacia el atacante los siguientes {stacks} proyectiles que golpeen a esta unidad.,Renvoie les {stacks} prochains projectiles qui vous ciblent.,"Reflektiert die nächsten {stacks}&nbsp;Geschosse, die dich treffen würden, zurück zum Angreifer.",Riflette i prossimi {stacks} proiettili che ti vengono sparati contro verso l'attaccante.,Reflete os próximos projéteis que acertarem você de volta para o agressor.,"将接下来击中你的 {stacks} 个投射物反射给攻击者。
"
KEYWORD_REFLECT_DESC_STACKLESS,Reflect the next projectile you're hit with back at the attacker.,,Devuelve hacia el atacante el siguiente proyectil que golpee a esta unidad.,Renvoie le prochain projectile qui vous cible.,"Reflektiert das nächste Geschoss, das dich treffen würde, zurück zum Angreifer.",Riflette il prossimo proiettile che ti viene sparato contro verso l'attaccante.,Reflete o próximo projétil que acertar você de volta para o agressor.,"将接下来击中你的投射物反射给攻击者。
"
KEYWORD_AUTOREVIVE_NAME,Auto Revive,,Resucitación automática,Réanimation automatique,Automatisches Wiederbeleben,Rianimazione Automatica,Ressurreição Automática,自动复活
KEYWORD_AUTOREVIVE_DESC,Revives at the end of the next round.,,Resucita al final de la siguiente ronda.,Réanime à la fin de la prochaine manche.,Wird am Ende der nächsten Runde wiederbelebt.,Si rianima alla fine del round successivo.,Revive no final da próxima rodada.,在下一回合结束时复活。
KEYWORD_AUTOREVIVE_DESC_SINGULAR,Revives at the end of the round.,,Resucita al final de la ronda.,Réanime en fin de manche.,Wird am Ende der Runde wiederbelebt.,Si rianima alla fine del round.,Revive no final da rodada.,在回合结束时复活。
KEYWORD_ENERGIZED_NAME,Energized,,Acción energizante,Énergique,Energetisch,Energizzazione,Energização,精力充沛
KEYWORD_ENERGIZED_DESC,Takes an extra turn. Cannot be Energized again until after that turn ends.,,Juega un turno extra. No puede volver a energizarse hasta que termine ese turno.,Vous jouez un tour bonus. Impossible d'être énergique à nouveau avant la fin de ce tour.,"Hat einen zusätzlichen Zug. Kann diesen Bonus nicht erneut erhalten, bis dieser Zug vorbei ist.",Effettua un turno aggiuntivo. Non può ricevere nuovamente Energizzazione fino a quando non termina quel turno.,Obtém um turno adicional. Impossível energizar novamente antes do fim do turno adicional.,"获得一个额外回合。
在该回合结束前无法再次获得精力充沛。
"
KEYWORD_ROT_NAME,Rot,,Putrefacción,Décomposition,Fäulnis,Putrefazione,Apodrecimento,腐烂
KEYWORD_ROT_DESC,Hatches a Fly at the end of its turn. Damage from worms and bugs always crits against this.,,Genera una mosca al final del turno. Las lombrices y los bichos siempre le infligen daño crítico a esta unidad.,Invoque une mouche à la fin de son tour. Les dégâts qui lui sont infligés par les vers et les insectes sont toujours critiques.,Am Ende des Zuges schlüpft eine Fliege aus dieser Einheit. Schaden von Würmern und Insekten ist gegen diese Einheit immer kritisch.,Fa schiudere una Mosca alla fine del suo turno. Il danno da vermi e insetti è sempre critico contro questo bersaglio.,Gera uma mosca no final de seu turno. O dano de vermes e insetos são sempre críticos contra isto.,"在其回合结束时孵化一只苍蝇。
蠕虫和虫类对其造成的伤害必定暴击。
"
KEYWORD_SAFEDOOMED_NAME,Doomed,,Condenación,Damnation,Todesurteil,Condanna,Perdição,死咒
KEYWORD_SAFEDOOMED_DESC,"Ticks down at the end of your turn. When it hits 0, Die (without being injured).",,"Se inicia una cuenta atrás al final del turno. Al llegar a 0, muere (sin sufrir lesiones).","Diminue à la fin de votre tour. À 0, meure (sans être blessé).","Zählt am Ende deines Zuges herunter. Stirb, wenn der Timer 0 erreicht (ohne eine Verletzung zu erleiden).","Il valore si riduce alla fine del tuo turno. Quando raggiunge lo 0, muori (senza subire ferite).","Diminui no final de seu turno. Ao chegar a 0, morra (sem sofrer ferimentos).","在你的回合结束时倒数。
当倒数归零时死亡（不会造成创伤）。
"
KEYWORD_SCRAMBLED_NAME,Scrambled,,Revoltijo,Désordre,Durchgemischt,Scompiglio,Embaralhamento,错乱
KEYWORD_SCRAMBLED_DESC,"Abilities are scrambled, temporarily.",,Las habilidades se mezclan temporalmente unas con otras.,Les compétences sont temporairement altérées.,Fähigkeiten sind vorübergehend durchgemischt.,Le abilità sono temporaneamente scombussolate.,Habilidades são temporariamente embaralhadas.,技能暂时被打乱。
KEYWORD_SERRATED_NAME,Serrated Claws,,Garras serradas,Griffes acérées,Gezackte Klauen,Artigli Seghettati,Garras Serradas,锯齿利爪
KEYWORD_SERRATED_DESC,Basic attack inflicts +{stacks} Bleed.,,El ataque básico inflige +{stacks} de hemorragia.,Votre attaque de base inflige Saignement +{stacks}.,Grundangriffe verursachen +{stacks}&nbsp;Blutung.,L'attacco base infligge +{stacks} Sanguinamento.,Ataques básicos aplicam +{stacks} de sangramento.,基础攻击施加 +{stacks} 层流血。
KEYWORD_SERRATED_DESC_STACKLESS,Basic attack inflicts Bleed.,,El ataque básico inflige hemorragia.,Votre attaque de base inflige Saignement.,Grundangriffe verursachen Blutung.,L'attacco base infligge Sanguinamento.,O ataque básico aplica sangramento.,基础攻击施加流血。
KEYWORD_SHIELD_NAME,Shield,,Escudo,Défense,Schild,Scudo,Escudo,护盾
KEYWORD_SHIELD_DESC_STACKLESS,Blocks incoming damage.,,Bloquea el daño sufrido.,Bloque les dégâts que vous subissez.,Blockiert eingehenden Schaden.,Blocca il danno in arrivo.,Bloqueia o dano iminente.,格挡即将受到的伤害。
KEYWORD_SHORTCIRCUIT_NAME,Short Circuit,,Cortocircuito,Court-circuit,Kurzschluss,Cortocircuito,Curto-Circuito,短路
KEYWORD_SHORTCIRCUIT_DESC,All actions are disabled. Cast Break Circuit to break.,,Todas las acciones están deshabilitadas. Se arregla con Reconexión.,Toutes les actions sont désactivées. Lancer Brise-circuit annule cet effet.,"Alle Aktionen sind deaktiviert. Wirke Sicherung, um sie zu aktivieren.",Tutte le azioni sono disabilitate. Lancia Spezza-Circuito per liberarti.,Todas as ações são desabilitadas. Lance Quebrar Circuito para quebrar.,"所有行动被禁用。
施放“破坏回路”以解除。"
KEYWORD_SLEEP_NAME,Sleep,,Sueño,Sommeil,Schlaf,Sonno,Sono,睡眠
KEYWORD_SLEEP_DESC,Skip the next {stacks} turns. Being attacked has a chance to wake you up.,,"Esta unidad se salta los siguientes {stacks} turnos. Si la atacan, puede despertarse.",Saute les {stacks} prochains tours. Être attaqué peut vous réveiller.,"Überspringe die nächsten {stacks}&nbsp;Züge. Wenn du angegriffen wirst, wachst du mit gewisser Wahrscheinlichkeit auf.",Salti i prossimi {stacks} turni. Se ti attaccano hai una probabilità di svegliarti.,Pule os próximos {stacks} turnos. Há uma chance de acordar ao sofrer ataques.,"跳过接下来的 {stacks} 个回合。
受到攻击有几率会醒来。"
KEYWORD_SLEEP_DESC_STACKLESS,Skip the next turn. Being attacked has a chance to wake you up.,,"Esta unidad se salta el siguiente turno. Si la atacan, puede despertarse.",Saute le prochain tour. Être attaqué peut vous réveiller.,"Überspringe den nächsten Zug. Wenn du angegriffen wirst, wachst du mit gewisser Wahrscheinlichkeit auf.",Salti il prossimo turno. Se ti attaccano hai una probabilità di svegliarti.,Pule o próximo turno. Há uma chance de acordar ao sofrer ataques.,"跳过下一回合。受到攻击有几率会醒来。
"
KEYWORD_SLEEPPAR_NAME,Sleep (Paralysis),,Sueño (parálisis),Sommeil (paralysie),Schlaf (Paralyse),Sonno (Paralisi),Sono (Paralisia),睡眠 (麻痹)
KEYWORD_SLEEPPAR_DESC,You are asleep until your sleep paralysis demon is killed.,,Esta unidad sigue dormida hasta que el demonio de parálisis del sueño muere.,Vous dormez tant que votre démon de paralysie du sommeil est en vie.,"Du schläfst, bis dein Schlafparalysedämon getötet wurde.",Dormi finché il tuo demone della paralisi del sonno non viene ucciso.,Você adormece até que o demônio da paralisia do sono seja morto.,"你会一直沉睡，
直到你的睡眠瘫痪恶魔被杀死。"
KEYWORD_SLOW_NAME,Slow,,Ralentización,Lenteur,Verlangsamung,Rallentamento,Lentidão,减速
KEYWORD_SLOW_DESC,Movement range is reduced to 2 for the next {stacks} turns. Takes its turn later.,,El alcance del movimiento se reduce en 2 durante los siguientes {stacks} turnos. Juega el turno más tarde.,Sa portée de déplacement est réduite à 2&nbsp;pour les {stacks} prochains tours. Joue son tour plus tard.,Bewegungsreichweite ist für die nächsten {stacks}&nbsp;Züge um 2 verringert. Die Einheit ist später am Zug.,Il raggio di movimento è ridotto a 2 per i prossimi {stacks} turni. Effettua dopo il suo turno.,O alcance do movimento é reduzido para 2 pelos próximos {stacks} turnos. Usa seu turno mais tarde.,"在接下来的 {stacks} 个回合中，
移动距离降低至 2。
回合行动顺位延后。"
KEYWORD_SLOW_DESC_STACKLESS,Movement range is reduced to 2. Takes its turn later.,,El alcance del movimiento se reduce en 2. Juega el turno más tarde.,Sa portée de déplacement est réduite à 2. Joue son tour plus tard.,Bewegungsreichweite ist um 2 verringert. Die Einheit ist später am Zug.,Il raggio di movimento è ridotto a 2. Effettua dopo il suo turno.,O alcance do movimento é reduzido para 2. Usa seu turno mais tarde.,"移动距离降低至 2。
回合行动顺位延后。"
KEYWORD_SOULLINK_NAME,Soul Link,,Vínculo de alma,Lien spirituel,Seelenverbindung,Collegamento Spirituale,Conexão de Alma,灵魂链接
KEYWORD_SOULLINK_DESC,"Whenever a soul linked character loses health, all soul linked characters lose that health as well.",,"Cuando un personaje vinculado pierde salud, todos los personajes vinculados también pierden la misma cantidad de salud.","Chaque fois qu'une unité liée spirituellement perd des PV, toutes les unités liées spirituellement perdent cette même quantité de PV.","Immer, wenn ein Charakter mit Seelenverbindung LP verliert, verlieren alle anderen verbundenen Charaktere ebenfalls so viel LP.","Ogni volta che qualcuno con un collegamento spirituale perde salute, tutti quelli che hanno il collegamento spirituale perdono la stessa quantità di salute.","Sempre que um personagem com a alma conectada perde saúde, todos os personagens com a alma conectada perdem uma quantidade equivalente de saúde.","当一名灵魂链接的角色失去生命值时，
所有灵魂链接的角色都会失去同等生命值。
"
KEYWORD_SPDUP_NAME,Speed Up,,Velocidad aumentada,Vitesse (+),Geschwindigkeit hoch,Velocità +,Velocidade Aumentada,速度提升
KEYWORD_SPDUP_DESC,"Speed increased by {stacks}.
Speed affects movement range and turn order.",,"La velocidad aumenta en {stacks}.
La velocidad afecta al alcance del movimiento y al orden de los turnos.","Vitesse +{stacks}.
La vitesse affecte la portée de déplacement et l'ordre du tour.","Geschwindigkeit um {stacks} erhöht.
Geschwindigkeit wirkt sich auf die Zugreihenfolge und Bewegungsreichweite aus.","La velocità aumenta di {stacks}.
La velocità influenza il raggio di movimento e l'ordine dei turni.","A velocidade é aumentada em {stacks}.
A velocidade afeta o alcance do movimento e a ordem dos turnos.","速度增加 {stacks} 点。
速度影响移动距离和行动顺序。"
KEYWORD_SPDDOWN_NAME,Speed Down,,Velocidad reducida,Vitesse (-),Geschwindigkeit runter,Velocità -,Velocidade Diminuída,速度下降
KEYWORD_SPWDDOWN_DESC,"Speed decreased by {absstacks}.
Speed affects movement range and turn order.",,"La velocidad se reduce en {absstacks}.
La velocidad afecta al alcance del movimiento y al orden de los turnos.","Vitesse -{absstacks}.
La vitesse affecte la portée de déplacement et l'ordre du tour.","Geschwindigkeit um {absstacks} verringert.
Geschwindigkeit wirkt sich auf die Zugreihenfolge und Bewegungsreichweite aus.","La velocità diminuisce di {absstacks}.
La velocità influenza il raggio di movimento e l'ordine dei turni.","A velocidade é diminuída em {absstacks}.
A velocidade afeta o alcance do movimento e a ordem dos turnos.","速度减少 {absstacks} 点。
速度影响移动距离和行动顺序。"
KEYWORD_MAGICDMGUP_NAME,Magic Damage Up,,Daño mágico aumentado,Dégâts magiques (+),Magischer Schaden hoch,Danno Magico +,Dano Mágico Aumentado,魔法伤害提升
KEYWORD_MAGICDMGUP_DESC,Magic damage you inflict does {stacks} extra damage.,,El daño mágico inflige {stacks} de daño extra.,Dégâts magiques que vous infligez +{stacks}.,"Magischer Schaden, den du verursachst, verursacht {stacks}&nbsp;zusätzlichen Schaden.",Il danno magico che infliggi produce {stacks} danno aggiuntivo.,O seu dano mágico causa {stacks} de dano adicional.,你造成的魔法伤害增加 {stacks} 点。
KEYWORD_MAGICDMGUP_DESC_STACKLESS,Increases any magical damage you deal.,,Aumenta el daño mágico infligido.,Augmente les dégâts magiques que vous infligez.,"Erhöht magischen Schaden, den du verursachst.",Incrementa qualsiasi danno magico che infliggi.,Aumenta qualquer dano mágico que você causa.,增加你造成的所有魔法伤害。
KEYWORD_SPIDERINFESTED_NAME,Infested,,Infestación,Infestation,Infiziert,Infestato,Infestação,寄生
KEYWORD_SPIDERINFESTED_DESC,"The spiders infesting this pop out when it dies, destroying its corpse.",,Las arañas que han infestado a esta unidad surgen para destrozar el cadáver en cuanto muere.,"Les araignées qui l'infestent en jaillissent quand il meurt, détruisant son cadavre.","Die Spinnen, die diese Einheit infiziert haben, platzen hervor, wenn sie stirbt und zerstören ihre Leiche.","I ragni che infestano quest'unità vengono fuori quando muore, distruggendone il cadavere.","As aranhas que estão infestando isto explodem após sua morte, destruindo seu corpo.","寄生在此的蜘蛛会在其死亡时钻出，
并摧毁尸体。"
KEYWORD_STATBOUNTY_NAME,Stat Bounty,,Recompensa de atributos,Prime à stats,Kopfgeld (Attribute),Taglia (Statistiche),Recompensa de Atributo,属性赏金
KEYWORD_STATBOUNTY_DESC,Whoever kills this gets All Stats Up {stacks}.,,Quien mata a esta unidad recibe {stacks} de aumento total.,L'unité qui l'élimine bénéficie de Hausse de stats +{stacks}.,"Wer diese Einheit tötet, erhält einen Bonus von {stacks} auf alle Attribute.",Chiunque uccida quest'unità ottiene Aumento delle Statistiche {stacks}.,Quem quer que mate isto obtém todos os atributos aumentados {stacks}.,"无论谁击杀目标，
都将获得 {stacks} 层全属性提升。"
KEYWORD_STATBOUNTY_DESC_STACKLESS,Whoever kills this gets All Stats Up.,,Quien mata a esta unidad recibe aumento total.,L'unité qui l'élimine bénéficie de Hausse de stats.,"Wer diese Einheit tötet, erhält einen Bonus auf alle Attribute.",Chiunque uccida quest'unità ottiene Aumento delle Statistiche.,Quem quer que mate isto obtém todos os atributos aumentados.,"无论谁击杀目标，都将获得全属性提升。
"
KEYWORD_STEALTH_NAME,Stealth,,Sigilo,Furtivité,Schleichen,Furtività,Furtividade,潜行
KEYWORD_STEALTH_DESC,50% Dodge Chance. Lose Stealth when you get hit.,,50 % de probabilidad de esquiva. Pierde sigilo al recibir un golpe.,Chances d'esquive +50&nbsp;%. Vous perdez Furtivité quand vous êtes touché.,"50&nbsp;% Ausweichchance. Dieser Status geht verloren, wenn du getroffen wirst.","50% di probabilità di schivata. Quando ti colpiscono, perdi Furtività.",50% de chance de esquiva. Perca furtividade ao sofrer golpes.,"50% 闪避率。
受到攻击时失去潜行状态。"
KEYWORD_STEALTHUNTIL_NAME,Stealth,,Sigilo,Furtivité,Schleichen,Furtività,Furtividade,潜行
KEYWORD_STEALTHUNTIL_DESC,50% Dodge Chance. Lose Stealth when you get hit or use your basic attack.,,50 % de probabilidad de esquiva. Pierde sigilo al recibir un golpe o al lanzar un ataque básico.,Chances d'esquive +50&nbsp;%. Vous perdez Furtivité quand vous êtes touché ou utilisez votre attaque de base.,"50&nbsp;% Ausweichchance. Dieser Status geht verloren, wenn du getroffen wirst oder deinen Grundangriff verwendest.","50% di probabilità di schivata. Quando ti colpiscono o usi il tuo attacco base, perdi Furtività.",50% de chance de esquiva. Perca furtividade ao sofrer golpes ou utilizar seu ataque básico.,"50% 闪避率。
受到攻击或使用基础攻击时失去潜行状态。
"
KEYWORD_STRUP_NAME,Strength Up,,Fuerza aumentada,Force (+),Stärke hoch,Forza +,Força Aumentada,力量提升
KEYWORD_STRUP_DESC,"Strength increased by {stacks}.
Strength affects melee attack and melee ability damage.",,"La fuerza aumenta en {stacks}.
La fuerza afecta al daño de los ataques y las habilidades cuerpo a cuerpo.","Force +{stacks}.
La force affecte les dégâts des attaques et compétences au corps-à-corps.","Stärke um {stacks} erhöht.
Stärke wirkt sich auf den Schaden von Nahkampfangriffen und -fähigkeiten aus.","La forza aumenta di {stacks}.
La forza influenza l'attacco corpo a corpo e il danno delle abilità corpo a corpo.","A força é aumentada em {stacks}.
A força afeta o dano de ataques e habilidades corpo-a-corpo.","力量增加 {stacks} 点。
力量影响近战攻击和近战技能伤害。
"
KEYWORD_STRDOWN_NAME,Strength Down,,Fuerza reducida,Force (-),Stärke runter,Forza -,Força Diminuída,力量下降
KEYWORD_STRDOWN_DESC,"Strength decreased by {absstacks}.
Strength affects melee attack and melee ability damage.",,"La fuerza se reduce en {absstacks}.
La fuerza afecta al daño de los ataques y las habilidades cuerpo a cuerpo.","Force -{absstacks}.
La force affecte les dégâts des attaques et compétences au corps-à-corps.","Stärke um {absstacks} verringert.
Stärke wirkt sich auf den Schaden von Nahkampfangriffen und -fähigkeiten aus.","La forza diminuisce di {absstacks}.
La forza influenza l'attacco corpo a corpo e il danno delle abilità corpo a corpo.","A força é diminuída em {absstacks}.
A força afeta o dano de ataques e habilidades corpo-a-corpo.","力量减少 {absstacks} 点。
力量影响近战攻击和近战技能伤害。
"
KEYWORD_STUN_NAME,Stun,,Aturdimiento,Étourdissement,Betäubung,Stordimento,Atordoamento,晕眩
KEYWORD_STUN_DESC,Skip the next {stacks} turns.,,Se salta los siguientes {stacks} turnos.,Saute les {stacks} prochains tours.,Überspringe die nächsten {stacks}&nbsp;Züge.,Salti i prossimi {stacks} turni.,Pule os próximos {stacks} turnos.,跳过接下来的 {stacks} 个回合。
KEYWORD_STUN_DESC_STACKLESS,Skip the next turn.,,Se salta el siguiente turno.,Saute le prochain tour.,Überspringe den nächsten Zug.,Salti il turno successivo.,Pule o próximo turno.,跳过下一回合。
KEYWORD_TARRED_NAME,Tarred,,Brea,Goudron,Geteert,Catramatura,Piche,焦油
KEYWORD_TARRED_DESC,"Speed decreased by {stacks}. Flammable.
Speed affects movement range and turn order.",,"La velocidad se reduce en {stacks}. Inflamable.
La velocidad afecta al alcance del movimiento y al orden de los turnos.","Vitesse -{stacks}. Inflammable.
La vitesse affecte la portée de déplacement et l'ordre du tour.","Geschwindigkeit um {stacks} verringert. Leicht brennbar.
Geschwindigkeit wirkt sich auf die Zugreihenfolge und Bewegungsreichweite aus.","La velocità diminuisce di {stacks}. Infiammabile.
La velocità influenza il raggio di movimento e l'ordine dei turni.","A velocidade é diminuída em {stacks}. Inflamável.
A velocidade afeta o alcance do movimento e a ordem dos turnos.","速度降低 {stacks} 点。易燃。
速度影响移动距离和行动顺序。"
KEYWORD_TARRED_DESC_STACKLESS,Decreases speed. Flammable.,,Reduce la velocidad. Inflamable.,Diminue la vitesse. Inflammable.,Verringert Geschwindigkeit. Leicht brennbar.,Riduce la velocità. Infiammabile.,Diminui a velocidade. Inflamável.,降低速度。易燃。
KEYWORD_TECH_NAME,Tech,,Tecnología,Techno,Technologie,Tecnologia,Tecnologia,科技
KEYWORD_TECH_DESC,"Increases the quality of the next item you craft or the next familiar you spawn.
Up to 3 Tech can be used at a time.",,"Aumenta la calidad del siguiente objeto creado o el siguiente familiar generado.
Se pueden usar hasta 3 de tecnología al mismo tiempo.","Augmente la qualité du prochain objet que vous fabriquez ou du prochain familier que vous invoquez.
Jusqu'à 3&nbsp;technos peuvent être utilisées à la fois.","Erhöht die Qualität des nächsten Gegenstandes, den du herstellst oder den nächsten Begleiter, den du baust.
Du kannst bis zu 3&nbsp;Technologie auf einmal verwenden.","Migliora la qualità del prossimo oggetto che crei o del prossimo famiglio che generi.
È possibile utilizzare fino a 3 Tecnologie alla volta.","Aumenta a qualidade do próximo item que você fabricar ou do próximo familiar que você gerar.
A tecnologia só pode ser utilizada até um máximo de 3 por vez.","提高你制作的下一个物品或生成的
下一个使魔的品质。
一次最多消耗 3 层科技。"
KEYWORD_TEMPBACKSTAB_NAME,Backstab Bonus,,Bonificación de daño por la espalda,Bonus d'attaque sournoise,Bonus für Angriffe von hinten,Bonus Colpo alle Spalle,Bônus de Punhalada,背刺加成
KEYWORD_TEMPBACKSTAB_DESC,+{stacks}% Backstab Damage this turn. (Plus the default 25% backstab bonus.),,Inflige un +{stacks} % de daño por la espalda este turno (más el 25 % por defecto de la bonificación de daño por la espalda).,Dégâts d'attaque sournoise +{stacks}&nbsp;% ce tour. (En plus du bonus d'attaque sournoise par défaut de 25&nbsp;%.),+{stacks}&nbsp;% erhöhten Schaden für Angriffe von hinten in diesem Zug. (Zusätzlich zu den regulären 25&nbsp;%.),+{stacks}% al danno da colpo alle spalle in questo turno (più il consueto 25% di bonus per il colpo alle spalle).,+{stacks}% de dano de punhalada neste turno. (Além do bônus de punhalada padrão de 25%.),"本回合 +{stacks}% 背刺伤害。
（叠加默认的 25% 背刺加成。
）"
KEYWORD_TEMPBACKSTAB_DESC_STACKLESS,Increases the damage your Backstabs deal.,,Aumenta el daño de los ataques por la espalda.,Augmente vos dégâts d'attaque sournoise.,"Erhöht den Schaden, den deine Angriffe von hinten verursachen.",Aumenta il danno inflitto dai tuoi colpi alle ppalle.,Aumenta o dano causado pelas suas punhaladas.,增加你的背刺造成的伤害。
KEYWORD_TEMPCOUNTER_NAME,Counter Attack,,Contrataque,Contre-attaque,Konter,Contrattacco,Contra-Ataque,反击
KEYWORD_TEMPCOUNTER_DESC,Attack things that damage you automatically.,,Ataca automáticamente a los entes que le inflijan daño.,Attaque automatiquement les choses qui vous infligent des dégâts.,"Greife die nächste Einheit, die dir Schaden zufügt, automatisch an.",Attacchi automaticamente le cose che ti danneggiano.,Ataque automaticamente coisas que causem dano a você.,自动攻击伤害你的目标。
KEYWORD_TEMPINIT_NAME,Initiative Up,,Iniciativa aumentada,Initiative (+),Initiative hoch,Iniziativa +,Iniciativa Aumentada,先攻提升
KEYWORD_TEMPINIT_DESC,You take your turn earlier in the round.,,Esta unidad juega el turno antes de que le toque durante la ronda.,Vous jouez votre tour plus tôt cette manche-ci.,Du bist früher in der Runde am Zug.,Effettui il tuo turno prima del previsto nel round.,Você utiliza seu turno mais cedo na próxima rodada.,你在回合中更早行动。
KEYWORD_TEMPINITDOWN_NAME,Initiative Down,,Iniciativa reducida,Initiative (-),Initiative runter,Iniziativa -,Iniciativa Diminuída,先攻下降
KEYWORD_TEMPINITDOWN_DESC,You take your turn later in the round.,,Esta unidad juega el turno después de que le toque durante la ronda.,Vous jouez votre tour plus tard cette manche-ci.,Du bist später in der Runde am Zug.,Effettui il tuo turno più tardi del previsto nel round.,Você utiliza seu turno mais tarde na próxima rodada.,你在回合中更晚行动。
KEYWORD_TEMPIMMUNE_NAME,Injury Immunity,,Inmunidad a las lesiones,Immunité aux blessures,Verletzungsimmun,Immunità alle Ferite,Imunidade Contra Ferimentos,创伤免疫
KEYWORD_TEMPIMMUNE_DESC,Cannot receive Injuries for any reason. Lasts {stacks} turns.,,"Por lo que sea, no sufre ninguna lesión. Dura {stacks} turnos.",Ne peut pas subir de blessures. Dure {stacks} tours.,Kann keine Verletzungen erleiden. Dauert {stacks}&nbsp;Züge an.,Non puoi subire ferite per nessun motivo. Dura {stacks} turni.,Não pode sofrer ferimentos por qualquer razão. Dura {stacks} turnos.,"无论因何原因都不会受到创伤。
持续 {stacks} 回合。"
KEYWORD_TEMPIMMUNE_DESC_SINGULAR,Cannot receive Injuries for any reason. Lasts 1 turn.,,"Por lo que sea, no sufre ninguna lesión. Dura 1 turno.",Ne peut pas subir de blessures. Dure 1&nbsp;tour.,Kann keine Verletzungen erleiden. Dauert 1&nbsp;Zug an.,Non puoi subire ferite per nessun motivo. Dura 1 turno.,Não pode sofrer ferimentos por qualquer razão. Dura 1 turno.,"无论因何原因都不会受到创伤。
持续 1 回合。"
KEYWORD_TEMPMANAREDUCTION_NAME,Insight,,Perspicacia,Réflexion,Erkenntnis,Intuizione,Discernimento,洞察
