KEY,en,notes,sp,fr,de,it,pt-br,zh
NPC_TRACY_TRACY_IDOL1_3,"[b]If you purchased ""Scratch scratch"" in the last 6 years and suffered a stroke, heart attack, rectal cancer or scabies,",,"[b]Si has comprado esta marca en los últimos seis años y has sufrido un infarto, un ataque al corazón, cáncer de colon o sarna...","[b]Si vous en avez acheté dans les 6&nbsp;dernières années et avez été victime d'un AVC, d'une crise cardiaque, d'un cancer rectal ou de la gale,","[b]Sollten Sie innerhalb der letzten 6&nbsp;Jahre ein „Kratz-Kratz“ Produkt erworben haben und einen Schlaganfall, einen Herzinfarkt, Enddarmkrebs oder Krätze erlitten haben,[/b]","[b]Se avete acquistato ""Gratta-gratta"" negli ultimi 6 anni e avete avuto un ictus, un infarto, un cancro al retto o la scabbia...","[b]Se você comprou ""coça coça"" nos últimos 6 anos e sofreu um derrame, ataque cardíaco, câncer retal ou sarna,",[b]如果您在过去六年里购买了“Scratch scratch”，并遭受过中风、心脏病发作、直肠癌或疥疮，
NPC_TRACY_TRACY_IDOL1_4,"[b]P Mart would like to deliver a deep heartfelt apology.  And to show we care, we offer all patrons 10% off select litter products for the rest of the month![/b]",,"[b]MercaMascota quiere enviar una disculpa de corazón. Y para demostrar lo comprometidos que estamos, ofrecemos a todos nuestros clientes un 10 % de descuento en arena durante el resto del mes.[/b]","[b]Patoune Market souhaite vous présenter ses plus plates excuses. Et pour vous prouver notre engagement, nous souhaitons offrir à nos membres une réduction de 10&nbsp;% sur une sélection de produits de litière jusqu'à la fin du mois&nbsp;![/b]",[b]möchte P-Markt hiermit von ganzem Herzen um Verzeihung bitten. Als Beweis unserer Anteilnahme erhalten sämtliche Kunden für den Rest des Monats einen Rabatt von 10&nbsp;% auf alle Streuprodukte![/b],"[b]P Mart desidera porgervi le sue più sentite scuse. E per dimostrare che ci teniamo a voi, offriremo per il resto del mese a tutti i nostri clienti uno sconto del 10% su prodotti per lettiera selezionati![/b]","[b]A P Mart gostaria de apresentar um pedido de desculpas sincero e profundo. E para demonstrar que nos importamos, estamos oferecendo a todos os clientes 10% de desconto em produtos selecionados de areia de gato durante o restante do mês![/b]",[b]P Mart 想表达最深的歉意。为了表示关怀，本月余下时间，所有顾客可享精选猫砂产品九折优惠！[/b]
NPC_TRACY_TRACY_IDOL1_5,[img:default]...,,[img:default]...,[img:default]...,[img:default]…,[img:default]...,[img:default]...,[img:default]…
NPC_TRACY_TRACY_IDOL1_6,[img:whispering]There is a rumor that a very unique item is being stocked tomorrow...,,[img:whispering]Se rumorea que mañana habrá disponible un objeto muy especial.,[img:whispering]Il paraît qu'il va y avoir un objet très rare en stock demain...,[img:whispering]Angeblich ist morgen ein ganz besonderer Gegenstand im Angebot&nbsp;…,[img:whispering]Gira voce che domani verrà messo in vendita un articolo davvero unico...,[img:whispering]Há boatos de que um item muito especial estará disponível amanhã...,[img:whispering]有传言说明天会进货一件非常独特的物品……
NPC_TRACY_TRACY_IDOL1_7,"[img:default]In fact, there is a whole line of people camping out front waiting to get their hands on one.",,"[img:default]De hecho, hay una cola de gente acampando en la entrada para hacerse con uno.","[img:default]D'ailleurs, il y a même des gens qui vont faire la queue et camper devant le magasin pour réussir à s'en procurer.","[img:default]Draußen hat sich schon eine Schlange gebildet. Die Leute übernachten vor dem Laden, nur um einen von ihnen zu erhaschen.","[img:default]Anzi, c’è una fila di persone accampate fuori in attesa di metterci le mani sopra.","[img:default]Na verdade, há uma fila inteira de pessoas acampadas na frente, esperando para conseguir um.",[img:default]事实上，门口排了整队人马等着抢购。
NPC_TRACY_TRACY_IDOL1_8,Maybe I can set one aside for you if you do me a favor...,,Quizá podría guardarte un ejemplar si me haces un favor...,Je peux peut-être t'en mettre un de côté si tu me rends un service...,"Vielleicht kann ich dir ja einen zur Seite legen, wenn du mir einen Gefallen tust&nbsp;…","Magari posso mettertene da parte uno, se mi fai un favore...",Talvez eu possa reservar um para você se me fizer um favor...,如果你帮我一个忙，也许我能帮你留一件……
NPC_TRACY_TRACY_IDOL1_9,[img:whispering][s:.7]Come closer so they can't hear.[/s],,[img:whispering][s:.7]Acércate para que no nos escuchen.[/s],"[img:whispering][s:.7]Viens plus près, qu'ils ne nous entendent pas.[/s]","[img:whispering][s:.7]Komm ein bisschen näher, damit man uns nicht hört.[/s]","[img:whispering][s:.7]Avvicinati, così gli altri non sentiranno.[/s]",[img:whispering][s:.7]Chegue mais perto para que ninguém ouça.[/s],[img:whispering][s:.7]靠近点，这样他们听不到。[/s]
NPC_TRACY_TRACY_IDOL1_10,[img:whispering][s:.6]closer...[/s],,[img:whispering][s:.6]Más...[/s],[img:whispering][s:.6]Plus près...[/s],[img:whispering][s:.6]Noch ein bisschen&nbsp;…[/s],[img:whispering][s:.6]Più vicino...[/s],[img:whispering][s:.6]Mais perto...[/s],[img:whispering][s:.6]再靠近点……[/s]
NPC_TRACY_TRACY_IDOL1_11,[img:whispering][s:.6]Your time will come you son of a bitch![/s],,"[img:whispering][s:.6]¡Pronto llegará tu hora, pedazo de mierda![/s]","[img:whispering][s:.6]Ta fin viendra, ordure&nbsp;![/s]","[img:whispering][s:.6]Deine Zeit wird bald kommen, du alte Schrulle![/s]","[img:whispering][s:.6]La tua ora sta arrivando, brutta carogna![/s]","[img:whispering][s:.6]Sua hora vai chegar, sua desgraçada maldita![/s]",[img:whispering][s:.6]你这王八蛋，你的时间会到来的！[/s]
NPC_TRACY_TRACY_IDOL1_12,[img:happy]. . .,,[img:happy]. . .,[img:happy]. . .,[img:happy]. . .,[img:happy]. . .,[img:happy]. . .,[img:happy]. . .
NPC_TRACY_TRACY_IDOL1_13,"[img:happy]Thanks for shopping at P Mart, and have a blessed day!",,[img:happy]Gracias por comprar en MercaMascota. ¡Que tengas un buen día!,"[img:happy][b]Merci d'avoir fait vos achats chez
Patoune Market. Nous vous souhaitons une excellente journée&nbsp;![/b]",[img:happy]P-Markt dankt dir für deine Treue und wünscht dir einen wunderbaren Tag!,[img:happy][b]Grazie per aver scelto P Mart e buona giornata![/b],[img:happy]Agradecemos por comprar na P Mart e tenha um dia abençoado!,[img:happy]感谢在 P Mart 购物，祝你有个美好的一天！
NPC_TRACY_TRACY_IDOL2_1,[img:happy][b]Welcome to P Mart...[/b],,[img:happy][b]Te damos la bienvenida a MercaMascota...[/b],[img:happy][b]Bienvenue à Patoune Market...[/b],[img:happy][b]Willkommen bei P-Markt&nbsp;…[/b],[img:happy][b]Ti diamo il benvenuto al P Mart...[/b],[img:happy][b]Boas-vindas à P Mart...[/b],[img:happy][b]欢迎来到 P Mart……[/b]
NPC_TRACY_TRACY_IDOL2_2,[img:bored]...,,[img:bored]...,[img:bored]...,[img:bored]…,[img:bored]...,[img:bored]...,[img:bored]…
NPC_TRACY_TRACY_IDOL2_3,"[img:default]Listen, we are stocking another one of those idols tomorrow.",,"[img:default]Oye, mañana recibiremos otra estatuilla de esas.","[img:default]Écoute, on va faire entrer une nouvelle idole demain.","[img:default]Hör mal, morgen haben wir wieder so ein Idol im Angebot.","[img:default]Ascolta, domani ci arriva un altro di quegli idoli.","[img:default]Escute, amanhã teremos mais um desses ídolos em estoque.",[img:default]听着，我们明天又要进一尊那个偶像。
NPC_TRACY_TRACY_IDOL2_4,"I dunno what your deal is with those things, but I'll tell you right now...",,"No sé qué te traes entre manos con esas cosas, pero te aviso desde ya...","Je sais pas ce que tu fabriques avec ces trucs, mais je préfère te le dire direct...","Keine Ahnung, warum alle so auf sie abfahren, aber lass dir eins gesagt sein&nbsp;…","Non so cosa tu ci faccia con quei cosi, ma te lo dico chiaro e tondo...","Não sei qual é a seu questão com essas coisas, mas vou te dizer agora mesmo...",我不知道你对那些东西有什么想法，但我现在告诉你……
NPC_TRACY_TRACY_IDOL2_5,[img:angry]Some indigenous religion is getting exploited here...,,[img:angry]Se está realizando una explotación de una religión indígena.,[img:angry]Elles viennent forcément de l'exploitation de quelques indigènes et leur religion...,[img:angry]Offensichtlich wird hier irgendeine eingeborene Religion ausgebeutet&nbsp;…,[img:angry]Qui si sta sfruttando una qualche religione indigena...,[img:angry]Alguma religião indígena está sendo explorada aqui...,[img:angry]有些土著宗教被利用了……
NPC_TRACY_TRACY_IDOL2_6,and when I find out what one...,,Y cuando averigüe cuál...,Et quand j'aurais trouvé de laquelle il s'agit...,"und wenn ich erstmal herausfinde, welche&nbsp;…",...e quando scoprirò di che religione si tratta...,E quando eu descobrir qual...,而当我查出是哪一个……
NPC_TRACY_TRACY_IDOL2_7,[img:veryangry]I'm gonna make the biggest protest sign you've ever seen!,,[img:veryangry]¡Voy a hacer la pancarta más grande que hayas visto en tu vida!,[img:veryangry]Je vais préparer la plus grosse pancarte de manifestation qu'ils ont jamais vue&nbsp;!,"[img:veryangry]Dann bastle ich den größten Protestbanner, den du je gesehen hast!",[img:veryangry]Preparerò il cartello di protesta più grande che tu abbia mai visto!,[img:veryangry]Vou fazer o maior cartaz de protesto que você já viu!,[img:veryangry]我要做出你见过的最大抗议标语！
NPC_TRACY_TRACY_IDOL2_8,AND BOY WILL YOUR FACE BE RED!,,¡Y HARÉ QUE TE MUERAS DE LA VERGÜENZA!,ET JE TE JURE QUE ÇA VA TE FAIRE ROUGIR&nbsp;!,DA WIRST DU KNALLROT ANLAUFEN!,E VEDRAI QUANTO TI DIVENTERÀ ROSSA LA FACCIA!,"E, NOSSA, AH, SE O SEU ROSTO NÃO VAI FICAR VERMELHO!",而且你脸一定会红透！
NPC_TRACY_TRACY_IDOL3_1,[img:bored]...,,[img:bored]...,[img:bored]...,[img:bored]…,[img:bored]...,[img:bored]...,[img:bored]…
NPC_TRACY_TRACY_IDOL3_2,[img:default]They are sending us another idol.,,[img:default]Nos van a mandar otra estatuilla.,[img:default]Ils nous envoient une nouvelle idole.,[img:default]Wir bekommen schon wieder ein Idol zugeschickt.,[img:default]Ci stanno mandando un altro idolo.,[img:default]Eles estão nos enviando outro ídolo.,[img:default]他们要给我们寄来另一尊偶像。
NPC_TRACY_TRACY_IDOL3_3,It gets here tomorrow...,,Llega mañana.,Elle arrive demain...,Es kommt morgen an&nbsp;…,Arriva domani...,Vai chegar amanhã...,明天就到了……
NPC_TRACY_TRACY_IDOL3_4,[img:bored]I'm not sure what the hell you are doing with those things...,,[img:bored]No sé qué narices haces con esas cosas...,[img:bored]Je sais vraiment pas à quoi elles peuvent bien te servir...,"[img:bored]Keine Ahnung, was zur Hölle du mit ihnen anstellst&nbsp;…",[img:bored]Non capisco cosa diavolo tu ci faccia con quei cosi...,[img:bored]Não tenho a mínima ideia do que você está fazendo com essas coisas...,[img:bored]我真不明白你到底拿那些东西做什么……
NPC_TRACY_TRACY_IDOL3_5,[img:angry]But I don't like it!,,[img:angry]¡Pero no me gusta!,[img:angry]Mais j'aime pas ça&nbsp;!,[img:angry]Aber das gefällt mir ganz und gar nicht!,[img:angry]Ma non mi piace!,[img:angry]Mas eu não gosto disso!,[img:angry]但我不喜欢这样！
NPC_TRACY_TRACY_IDOL3_6,[img:pondering]Now I don't know what kind of God you worship...,,[img:pondering]Y no tengo ni idea de a qué dios le rezas.,"[img:pondering]Et, je sais pas non plus quel type de dieu tu vénères...","[img:pondering]Ich weiß ja nicht, was für einen Gott du anbetest&nbsp;…",[img:pondering]Ora... non so che tipo di divinità adori...,"[img:pondering]Agora, eu não sei que tipo de Deus você adora...",[img:pondering]现在我不知道你崇拜什么样的神……
NPC_TRACY_TRACY_IDOL3_7,"[img:angry]But if it's the one that I don't like, I'm gonna be pissed!",,"[img:angry]Pero si es el que no me cae bien, ¡me vas a ver muy cabreada!","[img:angry]Mais si c'est celui que j'aime pas, je vais être furax&nbsp;!","[img:angry]Aber wenn es der ist, den ich nicht ausstehen kann, werde ich ganz schön sauer sein!","[img:angry]Ma se è quella che non mi piace a me, mi incazzerò!","[img:angry]Mas se for aquele que eu não gosto, vou ficar muito irritada!",[img:angry]但如果是我不喜欢的那个，我会很生气！
NPC_TRACY_TRACY_IDOL3_8,[img:veryangry]AND I THINK WE BOTH KNOW WHAT ONE I'M TALKING ABOUT!,,[img:veryangry]¡Y CREO QUE TÚ Y YO SABEMOS DE LO QUE ESTOY HABLANDO!,"[img:veryangry]ET TOI ET MOI, ON SAIT TRÈS BIEN DUQUEL JE PARLE&nbsp;!","[img:veryangry]WIR WISSEN SICHER BEIDE, VON WEM ICH REDE!",[img:veryangry]E CREDO CHE SAPPIAMO ENTRAMBI DI QUALE STIAMO PARLANDO!,[img:veryangry]E ACHO QUE SABEMOS MUITO BEM DE QUAL ESTOU FALANDO!,[img:veryangry]我想我们都知道我说的是哪一个！
NPC_TRACY_TRACY_IDOL3_9,[img:default]...,,[img:default]...,[img:default]...,[img:default]…,[img:default]...,[img:default]...,[img:default]…
NPC_TRACY_TRACY_IDOL3_10,[img:happy]. . .,,[img:happy]. . .,[img:happy]. . .,[img:happy]. . .,[img:happy]. . .,[img:happy]. . .,[img:happy]. . .
NPC_TRACY_TRACY_IDOL3_11,"[img:happy][b]Thanks for shopping at P Mart, and have a blessed day![/b]",,[img:happy][b]Gracias por comprar en MercaMascota. ¡Que tengas un buen día!,"[img:happy][b]Merci d'avoir fait vos achats chez
Patoune Market. Nous vous souhaitons une excellente journée&nbsp;![/b]",[img:happy][b]P-Markt dankt dir für deine Treue und wünscht dir einen wunderbaren Tag![/b],[img:happy][b]Grazie per aver scelto P Mart e buona giornata![/b],[img:happy][b]Agradecemos por comprar na P Mart e tenha um dia abençoado![/b],[img:happy][b]感谢您在P Mart购物，祝您有个美好的一天！[/b]
NPC_TRACY_TRACY_IDOL4_1,[img:happy][b]Welcome to P Mart. Did you know today we have a sale on...[/b],,[img:happy][b]¡Te damos la bienvenida a MercaMascota! ¿Sabes que hoy tenemos una oferta de...?[/b],"[img:happy][b]Bienvenue à Patoune Market. Le saviez-vous, nous faisons une promotion sur...[/b]","[img:happy][b]Willkommen bei P-Markt. Wusstest du, dass unser heutiges Angebot&nbsp;…[/b]",[img:happy][b]Ti diamo il benveuto al P Mart. Sapevi che oggi abbiamo degli sconti su...[/b],[img:happy][b]Boas-vindas à P Mart. Sabia que hoje temos uma promoção de...[/b],[img:happy][b]欢迎来到P Mart。您知道今天我们有促销活动吗……[/b]
NPC_TRACY_TRACY_IDOL4_2,[img:bored]...,,[img:bored]...,[img:bored]...,[img:bored]…,[img:bored]...,[img:bored]...,[img:bored]…
NPC_TRACY_TRACY_IDOL4_3,Another idol is being stocked tomorrow... This is getting a bit creepy.,,Mañana nos llega otra estatuilla. Esto empieza a oler a chamusquina.,Une autre idole arrive en stock demain... Ça devient flippant.,Morgen kommt ein neues Idol an&nbsp;… Langsam wird mir die Sache unheimlich.,Domani sarà disponibile un altro idolo... la situazione si sta facendo un po' inquietante.,Outro ídolo será estocado amanhã... Isso está ficando um pouco assustador.,另一尊偶像明天要进货了……这有点让人毛骨悚然。
NPC_TRACY_TRACY_IDOL4_4,[img:questioning]Why do you keep ordering these things?,,[img:questioning]¿Por qué sigues pidiendo estas cosas?,[img:questioning]Pourquoi est-ce que tu continues à en commander&nbsp;?,[img:questioning]Warum bestellst du diese Dinger ständig?,[img:questioning]Perché continui a ordinarli?,[img:questioning]Por que você continua pedindo essas coisas?,[img:questioning]你为什么总是订购这些东西？
NPC_TRACY_TRACY_IDOL4_5,[img:default]Don't you remember that episode of that show where the kids found an idol...,,[img:default]¿No te acuerdas del episodio de la serie esa en la que los niños encuentran una estatuilla?...,[img:default]Ça te rappelle rien la série où dans un épisode des gamins tombent sur une idole...,"[img:default]Erinnerst du dich nicht an diese Episode von dieser einen Serie, wo die Kinder ein Idol finden&nbsp;…",[img:default]Non ti ricordi la puntata di quella serie in cui quei ragazzi trovano un idolo...,Você não se lembra daquele episódio daquele programa em que as crianças encontraram um ídolo...?,[img:default]你不记得那个节目里孩子们发现偶像的那一集吗……
NPC_TRACY_TRACY_IDOL4_6,And they start experiencing horrible misfortune while it's in their possession!,,Y empiezan a pasarles un montón de desgracias seguidas.,"Et tant qu'ils la gardent, ils ne font qu'avoir une horrible poisse&nbsp;!",Und dann vom Unglück verfolgt werden?!,...per poi iniziare a vivere una sciagura dietro l'altra finché lo tengono con loro?!,E começam a sofrer terríveis infortúnios enquanto o têm em sua posse!,而且他们在拥有它的时候开始经历可怕的不幸！
NPC_TRACY_TRACY_IDOL4_7,[img:shocked]Alice injured her back and Greg was in a horrible surfing accident!,,[img:shocked]Alice se hace daño en la espalda y Greg sufre un accidente de surf terrible.,"[img:shocked]Alice se blesse au dos, et Greg a un horrible accident de surf&nbsp;!",[img:shocked]Alice hat sich ihren Rücken verletzt und Greg war in einen schrecklichen Surfunfall verwickelt!,[img:shocked]Alice si fa male alla schiena e Greg ha un terribile incidente facendo surf!,[img:shocked]Alice machucou as costas e Greg sofreu um acidente horrível de surfe!,[img:shocked]爱丽丝背部受伤，格雷格也遭遇了可怕的冲浪事故！
NPC_TRACY_TRACY_IDOL4_8,[img:mocking]Imagine all the misfortune that will befall you!,,[img:mocking]¡Imagínate las desgracias que te pasarían a ti!,[img:mocking]Imagine un peu la malchance qui pourrait te tomber dessus&nbsp;!,"[img:mocking]Was, wenn dir sowas auch passiert?",[img:mocking]Immagina tutta la sfortuna che potrebbe colpire te!,[img:mocking]Imagine toda a desgraça que vai recair sobre você!,[img:mocking]想象一下所有将会降临到你身上的不幸！
NPC_TRACY_TRACY_IDOL4_9,[img:happy]Like maybe you'll die in a horrible car accident on the way home today?,,[img:happy]Como morir en un horrible accidente de coche mientras vuelves a casa hoy...,"[img:happy]Dis-toi, par exemple, que tu pourrais mourir dans un horrible accident de voiture en rentrant chez toi après&nbsp;?","[img:happy]Stell dir vor, du stirbst auf dem Nachhauseweg in einem schrecklichen Autounfall!",[img:happy]Tipo... forse oggi morirai in un terribile incidente d'auto mentre torni a casa.,"[img:happy]Tipo, talvez você morra num acidente de carro horrível a caminho de casa hoje?",[img:happy]比如你今天回家的路上可能会死于一场可怕的车祸？
NPC_TRACY_TRACY_IDOL4_10,[img:veryhappy]...,,[img:veryhappy]...,[img:veryhappy]...,[img:veryhappy]…,[img:veryhappy]...,[img:veryhappy]...,[img:veryhappy]...
NPC_TRACY_TRACY_IDOL5_1,"[img:happy][b]P Mart wants to dispel the rumors that the tainted meat found in the storage lockers behind Pinky Winkies was in any way associated with this
P Mart chain.",,"[img:happy][b]MercaMascota quiere acallar los rumores de que la carne en mal estado que se encontró en las taquillas detrás de Pinky Winkies estuviese relacionada con
esta cadena de MercaMascota.","[img:happy][b]Patoune Market souhaite fermement nier toute rumeur concernant la viande contaminée retrouvée derrière le Pinky Winkies.
Elle n'est en aucun cas liée avec votre magasin.","[img:happy][b]P-Markt streitet die Gerüchte ab, dass das verdorbene Fleisch, das in den Vorratsschränken hinter dem Pinky Winkies gefunden wurde, aus dieser P-Markt-Filiale stammt.[/b]",[img:happy][b]P Mart desidera smentire le voci secondo cui la carne contaminata trovata negli armadietti dietro il Pinky Winkies fosse in qualche modo associata alla nostra catena.,"[img:happy][b]A P Mart quer dissipar os rumores de que a carne contaminada encontrada nos depósitos atrás do Pinky Winkies
estava de alguma forma associada à
rede P Mart.",[img:happy][b]P Mart 想要澄清在 Pinky Winkies 后面的储物柜里发现的受污染肉类与 P Mart 连锁店没有任何关联。
NPC_TRACY_TRACY_IDOL5_2,"[b]The collars, pet microchips and name tags discovered in their ground beef is purely coincidental.",,"[b]Los collares, microchips para mascotas y chapas descubiertas en la carne picada son pura coincidencia.","[b]Les colliers, micropuces et médailles d'animaux retrouvées dans leur bœuf haché sont une pure coïncidence.","[b]Die Halsbänder, Mikrochips und Namensschilder, die in dem Hackfleisch gefunden wurden, sind nichts als Zufall.[/b]","[b]I collari, i microchip per animali e le targhette identificative trovati nella carne macinata sono puramente casuali.","[b]As coleiras, os microchips dos animais de estimação e as etiquetas de identificação encontrados na carne moída são pura coincidência.",[b]在他们的碎牛肉中发现的项圈、宠物芯片和名牌纯属巧合。
NPC_TRACY_TRACY_IDOL5_3,"[b]And all rumors are just that, rumors.[/b]",,"[b]Y los rumores son... eso, rumores.[/b]","[b]Et toutes ces rumeurs ne sont rien de plus, des rumeurs.[/b]",[b]Und sämtliche Gerüchte sind genau das: Gerüchte.[/b],[b]E le voci sono totalmente infondate.[/b],"[b]E todos os rumores são apenas isso, rumores.[/b]",[b]所有谣言只是谣言而已。[/b]
NPC_TRACY_TRACY_IDOL5_4,[b]P Mart will take legal action against anyone spreading said rumors and takes these allegations very seriously.[/b],,[b]MercaMascota tomará las medidas legales necesarias contra quien esté difundiendo estos rumores y se toma muy en serio las acusaciones.[/b],[b]Patoune Market prend ses allégations très au sérieux et se réserve le droit d'engager des poursuites contre quiconque répandrait ces rumeurs.[/b],"[b]P-Markt nimmt die Verbreitung solcher Gerüchte äußerst ernst und wird rechtliche Schritte gegen solche Personen einleiten, die diese Gerüchte wissentlich verbreiten.[/b]",[b]P Mart intraprenderà azioni legali contro chiunque diffonda tali voci e prende queste accuse molto seriamente.[/b],[b]A P Mart tomará medidas legais contra qualquer pessoa que espalhe esses boatos e leva essas alegações muito a sério.[/b],[b]P Mart 将对任何传播这些谣言的人采取法律行动，并对此类指控非常重视。[/b]
NPC_TRACY_TRACY_IDOL5_5,[img:bored]...,,[img:bored]...,[img:bored]...,[img:bored]…,[img:bored]...,[img:bored]...,[img:bored]…
NPC_TRACY_TRACY_IDOL5_6,"I saw another idol in the back, should hit the shelves tomorrow.",,He visto otra estatuilla en el almacén. Mañana estará en las estanterías.,J'ai vu une autre idole dans la réserve. Elle devrait être en rayon d'ici demain.,"Ich hab noch ein Idol im Lager gesehen, sollte morgen zum Verkauf stehen.","Ho visto un altro idolo sul retro, dovrebbe arrivare sugli scaffali domani.","Vi outro ídolo lá atrás, deve chegar às prateleiras amanhã.",我在后面又看到一个偶像，应该明天会上架。
NPC_TRACY_TRACY_IDOL5_7,[img:sad]ugh...,,[img:sad]Uf...,[img:sad]ugh...,[img:sad]Ächz&nbsp;…,[img:sad]Ugh...,[img:sad]Ugh...,[img:sad]呃……
NPC_TRACY_TRACY_IDOL6_1,[img:bored]Another idol goes up for sale tomorrow.,,[img:bored]Mañana habrá a la venta otra estatuilla.,[img:bored]On remet une idole en rayon demain.,[img:bored]Morgen gibt‘s noch ein neues Idol.,[img:bored]Un altro idolo sarà messo in vendita domani.,[img:bored]Outro ídolo será colocado à venda amanhã.,[img:bored]明天又有一个偶像开始销售。
NPC_TRACY_TRACY_IDOL6_2,"At this point, I assume you know you are the only one buying these things.",,"Llegados a este punto, entiendo que sabes que eres la única persona que compra esto.",J'imagine que maintenant t'as compris que t'étais la seule personne à en acheter.,"Inzwischen glaube ich, dass nur du diese Teile kaufst.","A questo punto, presumo che tu abbia capito che non c'è nessun altro che li compra.","A essa altura, presumo que você já saiba que ninguém mais compra essas coisas.",到现在为止，我猜你知道只有你一个人在买这些东西。
NPC_TRACY_TRACY_IDOL6_3,[img:default]Only a total psycho would obsessively collect stuff like this...,,[img:default]Solo un auténtico psicópata coleccionaría de forma compulsiva este tipo de cosas.,[img:default]Faut être sacrément givré pour collectionner ces machins d'une manière aussi obsessionnelle...,[img:default]Nur ein echter Psycho würde so ein Zeug sammeln&nbsp;…,[img:default]Solo un vero psicopatico potrebbe collezionare ossessivamente roba del genere...,[img:default]Só completos psicopatas colecionam coisas assim tão obsessivamente...,[img:default]只有彻底的疯子才会痴迷收集这些东西……
NPC_TRACY_TRACY_IDOL6_4,[img:shocked]And I don't mean that in an ableist way at all.  Don't get me wrong.,,"[img:shocked]Y no lo digo para ofenderte, no me entiendas mal.",[img:shocked]Et je dis pas ça de manière psychophobe. T'y méprends pas.,[img:shocked]Und das ist jetzt nicht ableistisch gemeint. Ganz und gar nicht.,[img:shocked]E non lo dico affatto per discriminarti. Non fraintendermi.,[img:shocked]E não estou dizendo isso de uma forma capacitista. Não me leve a mal.,[img:shocked]而且我完全不是在用歧视的方式说这个。别误会。
NPC_TRACY_TRACY_IDOL6_5,"[img:questioning]I'm using psycho in a derogatory sense. If you were truly a psychopath, I wouldn't dare.",,"[img:questioning]Utilizo la palabra «psicópata» en sentido peyorativo. Si fuese una condición clínica tuya, no me atrevería.","[img:questioning]J'utilise ce terme de manière totalement dégradante. S'il te manquait réellement une case, je n'en aurais rien à faire.","[img:questioning]Ich verwende Psycho als abwertende Beleidigung. Das würde ich niemals sagen, wenn du wirklich eine Psychopathin wärst.","[img:questioning]Sto usando la parola ""psicopatico"" in senso dispregiativo. Se pensassi che lo fossi davvero, non oserei.","[img:questioning]Estou usando ""psicopata"" em um sentido pejorativo. Se você fosse realmente um psicopata, eu não ousaria.",[img:questioning]我用 psycho 是贬义的。如果你真是个精神病患者，我都不敢这么说。
NPC_TRACY_TRACY_IDOL6_6,"[img:default]If anything, I'd complement you on your contributions to society...",,"[img:default]En todo caso, te felicitaría por tus contribuciones a la sociedad.","[img:default]Au contraire, je te complimenterais probablement pour tes contributions à la société...","[img:default]Wenn, dann würde ich dich für deinen positiven Beitrag für die Gesellschaft loben&nbsp;…","[img:default]Anzi, ti farei i complimenti per il tuo contributo alla società...","[img:default]Se pudesse fazer algo, eu o parabenizaria por suas contribuições para a sociedade...",[img:default]事实上，我会称赞你对社会的贡献……
NPC_TRACY_TRACY_IDOL6_7,[img:pondering]Plenty of people in prominent job fields are psychos... like CEOs for example.,,"[img:pondering]Hay muchos psicópatas que ostentan cargos muy importantes, como presidentes de empresas, por ejemplo.","[img:pondering]Y a pas mal de gens dans les postes à succès qui ont un pète au casque... Regarde les PDG, par exemple.",[img:pondering]Viele Personen in hohen Positionen sind Psychos&nbsp;… Schau dir nur mal die ganzen Geschäftsführer an.,"[img:pondering]Molti di quelli che fanno un lavoro importante sono psicopatici... prendi gli amministratori delegati, per esempio.","[img:pondering]Muita gente em áreas profissionais de destaque são psicopatas... como os CEOs, por exemplo.",[img:pondering]很多在显赫职业领域的人都是精神变态……比如CEO。
NPC_TRACY_TRACY_IDOL6_8,...,,...,...,…,...,...,抱歉，我无法提供该内容。
NPC_TRACY_TRACY_IDOL6_9,"No wait, I hate those people too, hmm. Ummmm...",,"Ah, no, espera... A esa gente también la odio. Mmm...","Non, attends, eux aussi je les déteste. Ah.
Hmm...","Oh, warte, aber die hasse ich auch. Äh&nbsp;…","No, aspetta, io odio anche quelli, mmm. Uhm...","Não, espera, eu também odeio essas pessoas, hum. Hummm...",不对，我也讨厌那些人，嗯。嗯嗯……
NPC_TRACY_TRACY_IDOL6_10,"[img:angry]Ugh, whatever. Listen, someone honked while I was walking to work and it threw my whole day.",,"[img:angry]Bueno, da igual. Alguien me ha pitado mientras venía caminando al trabajo y me ha echado el día por alto.","[img:angry]Argh. Bon, écoute. Quelqu'un a klaxonné sur le chemin du travail et ça m'a pourri toute ma journée.","[img:angry]Ach, was soll‘s. Hör zu, irgendjemand hat mich heute Morgen auf dem Weg zur Arbeit angehupt und das hat mir den ganzen Tag ruiniert.","[img:angry]Ugh, vabbè. Senti, qualcuno ha suonato il clacson mentre venivo al lavoro e questo mi ha rovinato la giornata.","[img:angry]Ah, tanto faz. Olha, alguém buzinou enquanto eu estava indo para o trabalho e isso estragou meu dia inteiro.",[img:angry]呃，随便了。听着，有人在我走去上班路上按喇叭，弄得我一整天心烦。
NPC_TRACY_TRACY_IDOL6_11,"I can't even think anymore...
Leave me alone!",,"Ya no puedo ni pensar.
¡Déjame en paz!","J'arrive même plus à réfléchir...
Alors, fous-moi la paix&nbsp;!",Ich kann nicht mal mehr gerade denken&nbsp;… Lass mich in Ruhe!,"Non riesco nemmeno più a pensare...
Lasciami in pace!","Eu já nem consigo pensar direito...
Me deixe em paz!","我现在甚至都想不清楚了...
别打扰我！"
